   0.00000000E+00   0.10000000E-02   0.10000000E-02   0.10000000E-02
   0.50000000E-01   0.30151342E-02   0.30151342E-02   0.16692990E-02
   0.10000000E+00   0.87319267E-02   0.87319267E-02   0.36863109E-02
   0.15000000E+00   0.24828083E-01   0.24828083E-01   0.95098632E-02
   0.20000000E+00   0.67129431E-01   0.67129431E-01   0.25672497E-01
   0.25000000E+00   0.14135548E+00   0.14135548E+00   0.63208179E-01
   0.30000000E+00   0.18836007E+00   0.18836007E+00   0.11493292E+00
   0.35000000E+00   0.20254220E+00   0.20254220E+00   0.15679303E+00
   0.40000000E+00   0.20376663E+00   0.20376663E+00   0.17772855E+00
   0.45000000E+00   0.20038288E+00   0.20038288E+00   0.17628313E+00
   0.50000000E+00   0.19603426E+00   0.19603426E+00   0.15469322E+00
   0.55000000E+00   0.19298320E+00   0.19298320E+00   0.11693592E+00
   0.60000000E+00   0.19272602E+00   0.19272602E+00   0.70078522E-01
   0.65000000E+00   0.19550570E+00   0.19550570E+00   0.40045414E-01
   0.70000000E+00   0.19978940E+00   0.19978940E+00   0.71211650E-01
   0.75000000E+00   0.20312435E+00   0.20312435E+00   0.11378237E+00
   0.80000000E+00   0.20392605E+00   0.20392605E+00   0.14370945E+00
   0.85000000E+00   0.20222500E+00   0.20222500E+00   0.15593499E+00
   0.90000000E+00   0.19913623E+00   0.19913623E+00   0.15032831E+00
   0.95000000E+00   0.19612151E+00   0.19612151E+00   0.12938176E+00
   0.10000000E+01   0.19450382E+00   0.19450382E+00   0.98112417E-01
